Level,Date and Time,Source,Event ID,Task Category, Description
Information,2023/04/02 17:42:51,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:42:51.522
ProcessGuid: {22a2695c-4009-6429-33e8-000000006e00}
ProcessId: 23288
Image: C:\Program Files\Splunk\bin\python3.exe
User: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:42:51,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:42:51.490
ProcessGuid: {22a2695c-400b-6429-48e8-000000006e00}
ProcessId: 25028
Image: C:\Program Files\Splunk\bin\btool.exe
User: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:42:51,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:42:51.486
ProcessGuid: {22a2695c-400b-6429-49e8-000000006e00}
ProcessId: 14560
Image: C:\Program Files\Splunk\bin\splunkd.exe
User: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:42:51,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:42:51.392
ProcessGuid: {22a2695c-400b-6429-4be8-000000006e00}
ProcessId: 23688
Image: C:\Program Files\Splunk\bin\splunkd.exe
FileVersion: 9.0.4.1
Description: splunkd service
Product: splunk Application
Company: Splunk Inc.
OriginalFileName: splunkd.exe
CommandLine: ""C:\Program Files\Splunk\bin\SplunkD.EXE"" btool --app=splunk_assist assist list
CurrentDirectory: C:\WINDOWS\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {22a2695c-0147-6428-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=DDC68D8B83CE3833A4DCCCD17EAD4CF9D0517B64BFC681EA7C74108EF606C3E4
ParentProcessGuid: {22a2695c-400b-6429-4ae8-000000006e00}
ParentProcessId: 23628
ParentImage: C:\Program Files\Splunk\bin\btool.exe
ParentCommandLine: btool --app=splunk_assist assist list
ParentUser: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:42:51,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:42:51.382
ProcessGuid: {22a2695c-400b-6429-4ae8-000000006e00}
ProcessId: 23628
Image: C:\Program Files\Splunk\bin\btool.exe
FileVersion: 9.0.4.1
Description: btool
Product: splunk Application
Company: Splunk Inc.
OriginalFileName: btool.exe
CommandLine: btool --app=splunk_assist assist list
CurrentDirectory: C:\WINDOWS\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {22a2695c-0147-6428-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=84FDBDECB36A65AA09F3BB79E68C79C1571AC4F1A94056B2A24D42928A8083DB
ParentProcessGuid: {22a2695c-4009-6429-35e8-000000006e00}
ParentProcessId: 3444
ParentImage: C:\Program Files\Splunk\bin\python3.exe
ParentCommandLine: ""C:\Program Files\Splunk\bin\Python3.exe"" ""C:\Program Files\Splunk\etc\apps\splunk_assist\bin\uiassets_modular_input.py""
ParentUser: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:42:51,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:42:51.380
ProcessGuid: {22a2695c-400b-6429-46e8-000000006e00}
ProcessId: 18412
Image: C:\Program Files\Splunk\bin\btool.exe
User: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:42:51,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:42:51.375
ProcessGuid: {22a2695c-400b-6429-47e8-000000006e00}
ProcessId: 24220
Image: C:\Program Files\Splunk\bin\splunkd.exe
User: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:42:51,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:42:51.371
ProcessGuid: {22a2695c-4009-6429-34e8-000000006e00}
ProcessId: 9568
Image: C:\Program Files\Splunk\bin\python3.exe
User: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:42:51,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:42:51.299
ProcessGuid: {22a2695c-400a-6429-44e8-000000006e00}
ProcessId: 10680
Image: C:\Program Files\Splunk\bin\btool.exe
User: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:42:51,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:42:51.296
ProcessGuid: {22a2695c-400a-6429-45e8-000000006e00}
ProcessId: 22828
Image: C:\Program Files\Splunk\bin\splunkd.exe
User: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:42:51,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:42:51.202
ProcessGuid: {22a2695c-400b-6429-49e8-000000006e00}
ProcessId: 14560
Image: C:\Program Files\Splunk\bin\splunkd.exe
FileVersion: 9.0.4.1
Description: splunkd service
Product: splunk Application
Company: Splunk Inc.
OriginalFileName: splunkd.exe
CommandLine: ""C:\Program Files\Splunk\bin\SplunkD.EXE"" btool assist list
CurrentDirectory: C:\WINDOWS\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {22a2695c-0147-6428-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=DDC68D8B83CE3833A4DCCCD17EAD4CF9D0517B64BFC681EA7C74108EF606C3E4
ParentProcessGuid: {22a2695c-400b-6429-48e8-000000006e00}
ParentProcessId: 25028
ParentImage: C:\Program Files\Splunk\bin\btool.exe
ParentCommandLine: btool assist list
ParentUser: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:42:51,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:42:51.192
ProcessGuid: {22a2695c-400b-6429-48e8-000000006e00}
ProcessId: 25028
Image: C:\Program Files\Splunk\bin\btool.exe
FileVersion: 9.0.4.1
Description: btool
Product: splunk Application
Company: Splunk Inc.
OriginalFileName: btool.exe
CommandLine: btool assist list
CurrentDirectory: C:\WINDOWS\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {22a2695c-0147-6428-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=84FDBDECB36A65AA09F3BB79E68C79C1571AC4F1A94056B2A24D42928A8083DB
ParentProcessGuid: {22a2695c-4009-6429-33e8-000000006e00}
ParentProcessId: 23288
ParentImage: C:\Program Files\Splunk\bin\python3.exe
ParentCommandLine: ""C:\Program Files\Splunk\bin\Python3.exe"" ""C:\Program Files\Splunk\etc\apps\splunk_assist\bin\instance_id_modular_input.py""
ParentUser: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:42:51,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:42:51.191
ProcessGuid: {22a2695c-400a-6429-42e8-000000006e00}
ProcessId: 15440
Image: C:\Program Files\Splunk\bin\btool.exe
User: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:42:51,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:42:51.187
ProcessGuid: {22a2695c-400a-6429-43e8-000000006e00}
ProcessId: 7556
Image: C:\Program Files\Splunk\bin\splunkd.exe
User: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:42:51,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:42:51.057
ProcessGuid: {22a2695c-400b-6429-47e8-000000006e00}
ProcessId: 24220
Image: C:\Program Files\Splunk\bin\splunkd.exe
FileVersion: 9.0.4.1
Description: splunkd service
Product: splunk Application
Company: Splunk Inc.
OriginalFileName: splunkd.exe
CommandLine: ""C:\Program Files\Splunk\bin\SplunkD.EXE"" btool --app=splunk_assist assist list
CurrentDirectory: C:\WINDOWS\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {22a2695c-0147-6428-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=DDC68D8B83CE3833A4DCCCD17EAD4CF9D0517B64BFC681EA7C74108EF606C3E4
ParentProcessGuid: {22a2695c-400b-6429-46e8-000000006e00}
ParentProcessId: 18412
ParentImage: C:\Program Files\Splunk\bin\btool.exe
ParentCommandLine: btool --app=splunk_assist assist list
ParentUser: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:42:51,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:42:51.047
ProcessGuid: {22a2695c-400b-6429-46e8-000000006e00}
ProcessId: 18412
Image: C:\Program Files\Splunk\bin\btool.exe
FileVersion: 9.0.4.1
Description: btool
Product: splunk Application
Company: Splunk Inc.
OriginalFileName: btool.exe
CommandLine: btool --app=splunk_assist assist list
CurrentDirectory: C:\WINDOWS\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {22a2695c-0147-6428-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=84FDBDECB36A65AA09F3BB79E68C79C1571AC4F1A94056B2A24D42928A8083DB
ParentProcessGuid: {22a2695c-4009-6429-35e8-000000006e00}
ParentProcessId: 3444
ParentImage: C:\Program Files\Splunk\bin\python3.exe
ParentCommandLine: ""C:\Program Files\Splunk\bin\Python3.exe"" ""C:\Program Files\Splunk\etc\apps\splunk_assist\bin\uiassets_modular_input.py""
ParentUser: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:42:50,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:42:50.960
ProcessGuid: {22a2695c-400a-6429-45e8-000000006e00}
ProcessId: 22828
Image: C:\Program Files\Splunk\bin\splunkd.exe
FileVersion: 9.0.4.1
Description: splunkd service
Product: splunk Application
Company: Splunk Inc.
OriginalFileName: splunkd.exe
CommandLine: ""C:\Program Files\Splunk\bin\SplunkD.EXE"" btool --app=splunk_assist assist list
CurrentDirectory: C:\WINDOWS\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {22a2695c-0147-6428-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=DDC68D8B83CE3833A4DCCCD17EAD4CF9D0517B64BFC681EA7C74108EF606C3E4
ParentProcessGuid: {22a2695c-400a-6429-44e8-000000006e00}
ParentProcessId: 10680
ParentImage: C:\Program Files\Splunk\bin\btool.exe
ParentCommandLine: btool --app=splunk_assist assist list
ParentUser: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:42:50,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:42:50.951
ProcessGuid: {22a2695c-400a-6429-40e8-000000006e00}
ProcessId: 2176
Image: C:\Program Files\Splunk\bin\btool.exe
User: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:42:50,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:42:50.950
ProcessGuid: {22a2695c-400a-6429-44e8-000000006e00}
ProcessId: 10680
Image: C:\Program Files\Splunk\bin\btool.exe
FileVersion: 9.0.4.1
Description: btool
Product: splunk Application
Company: Splunk Inc.
OriginalFileName: btool.exe
CommandLine: btool --app=splunk_assist assist list
CurrentDirectory: C:\WINDOWS\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {22a2695c-0147-6428-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=84FDBDECB36A65AA09F3BB79E68C79C1571AC4F1A94056B2A24D42928A8083DB
ParentProcessGuid: {22a2695c-4009-6429-34e8-000000006e00}
ParentProcessId: 9568
ParentImage: C:\Program Files\Splunk\bin\python3.exe
ParentCommandLine: ""C:\Program Files\Splunk\bin\Python3.exe"" ""C:\Program Files\Splunk\etc\apps\splunk_assist\bin\supervisor_modular_input.py""
ParentUser: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:42:50,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:42:50.947
ProcessGuid: {22a2695c-400a-6429-41e8-000000006e00}
ProcessId: 25700
Image: C:\Program Files\Splunk\bin\splunkd.exe
User: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:42:50,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:42:50.865
ProcessGuid: {22a2695c-400a-6429-43e8-000000006e00}
ProcessId: 7556
Image: C:\Program Files\Splunk\bin\splunkd.exe
FileVersion: 9.0.4.1
Description: splunkd service
Product: splunk Application
Company: Splunk Inc.
OriginalFileName: splunkd.exe
CommandLine: ""C:\Program Files\Splunk\bin\SplunkD.EXE"" btool assist list
CurrentDirectory: C:\WINDOWS\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {22a2695c-0147-6428-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=DDC68D8B83CE3833A4DCCCD17EAD4CF9D0517B64BFC681EA7C74108EF606C3E4
ParentProcessGuid: {22a2695c-400a-6429-42e8-000000006e00}
ParentProcessId: 15440
ParentImage: C:\Program Files\Splunk\bin\btool.exe
ParentCommandLine: btool assist list
ParentUser: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:42:50,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:42:50.855
ProcessGuid: {22a2695c-400a-6429-42e8-000000006e00}
ProcessId: 15440
Image: C:\Program Files\Splunk\bin\btool.exe
FileVersion: 9.0.4.1
Description: btool
Product: splunk Application
Company: Splunk Inc.
OriginalFileName: btool.exe
CommandLine: btool assist list
CurrentDirectory: C:\WINDOWS\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {22a2695c-0147-6428-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=84FDBDECB36A65AA09F3BB79E68C79C1571AC4F1A94056B2A24D42928A8083DB
ParentProcessGuid: {22a2695c-4009-6429-33e8-000000006e00}
ParentProcessId: 23288
ParentImage: C:\Program Files\Splunk\bin\python3.exe
ParentCommandLine: ""C:\Program Files\Splunk\bin\Python3.exe"" ""C:\Program Files\Splunk\etc\apps\splunk_assist\bin\instance_id_modular_input.py""
ParentUser: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:42:50,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:42:50.848
ProcessGuid: {22a2695c-400a-6429-3be8-000000006e00}
ProcessId: 14528
Image: C:\Program Files\Splunk\bin\btool.exe
User: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:42:50,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:42:50.844
ProcessGuid: {22a2695c-400a-6429-3ce8-000000006e00}
ProcessId: 23932
Image: C:\Program Files\Splunk\bin\splunkd.exe
User: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:42:50,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:42:50.813
ProcessGuid: {22a2695c-400a-6429-39e8-000000006e00}
ProcessId: 12896
Image: C:\Program Files\Splunk\bin\btool.exe
User: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:42:50,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:42:50.809
ProcessGuid: {22a2695c-400a-6429-3ae8-000000006e00}
ProcessId: 11452
Image: C:\Program Files\Splunk\bin\splunkd.exe
User: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:42:50,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:42:50.672
ProcessGuid: {22a2695c-400a-6429-3fe8-000000006e00}
ProcessId: 19652
Image: C:\Windows\System32\conhost.exe
User: DESKTOP-61BPDT0\iniad"
Information,2023/04/02 17:42:50,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:42:50.668
ProcessGuid: {22a2695c-400a-6429-3ee8-000000006e00}
ProcessId: 7804
Image: C:\Windows\System32\lxss\wslhost.exe
User: DESKTOP-61BPDT0\iniad"
Information,2023/04/02 17:42:50,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:42:50.659
ProcessGuid: {22a2695c-400a-6429-3de8-000000006e00}
ProcessId: 24888
Image: C:\Windows\System32\wsl.exe
User: DESKTOP-61BPDT0\iniad"
Information,2023/04/02 17:42:50,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:42:50.626
ProcessGuid: {22a2695c-400a-6429-41e8-000000006e00}
ProcessId: 25700
Image: C:\Program Files\Splunk\bin\splunkd.exe
FileVersion: 9.0.4.1
Description: splunkd service
Product: splunk Application
Company: Splunk Inc.
OriginalFileName: splunkd.exe
CommandLine: ""C:\Program Files\Splunk\bin\SplunkD.EXE"" btool server list
CurrentDirectory: C:\WINDOWS\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {22a2695c-0147-6428-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=DDC68D8B83CE3833A4DCCCD17EAD4CF9D0517B64BFC681EA7C74108EF606C3E4
ParentProcessGuid: {22a2695c-400a-6429-40e8-000000006e00}
ParentProcessId: 2176
ParentImage: C:\Program Files\Splunk\bin\btool.exe
ParentCommandLine: btool server list
ParentUser: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:42:50,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:42:50.615
ProcessGuid: {22a2695c-400a-6429-40e8-000000006e00}
ProcessId: 2176
Image: C:\Program Files\Splunk\bin\btool.exe
FileVersion: 9.0.4.1
Description: btool
Product: splunk Application
Company: Splunk Inc.
OriginalFileName: btool.exe
CommandLine: btool server list
CurrentDirectory: C:\WINDOWS\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {22a2695c-0147-6428-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=84FDBDECB36A65AA09F3BB79E68C79C1571AC4F1A94056B2A24D42928A8083DB
ParentProcessGuid: {22a2695c-4009-6429-35e8-000000006e00}
ParentProcessId: 3444
ParentImage: C:\Program Files\Splunk\bin\python3.exe
ParentCommandLine: ""C:\Program Files\Splunk\bin\Python3.exe"" ""C:\Program Files\Splunk\etc\apps\splunk_assist\bin\uiassets_modular_input.py""
ParentUser: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:42:50,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:42:50.576
ProcessGuid: {22a2695c-400a-6429-3fe8-000000006e00}
ProcessId: 19652
Image: C:\Windows\System32\conhost.exe
FileVersion: 10.0.19041.2546 (WinBuild.160101.0800)
Description: Console Window Host
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: CONHOST.EXE
CommandLine: \??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1
CurrentDirectory: C:\WINDOWS
User: DESKTOP-61BPDT0\iniad
LogonGuid: {22a2695c-014a-6428-81ce-030000000000}
LogonId: 0x3CE81
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: SHA256=A26A1FFB81A61281FFA55CB7778CC3FB0FF981704DE49F75F51F18B283FBA7A2
ParentProcessGuid: {22a2695c-400a-6429-3ee8-000000006e00}
ParentProcessId: 7804
ParentImage: C:\Windows\System32\lxss\wslhost.exe
ParentCommandLine: C:\WINDOWS\system32\lxss\wslhost.exe {95147f4a-eee3-4770-bd10-0bb18962c0ea} 776 796 800 {1bd0db17-f179-4a8d-ab5a-afeaeb38f5d5}
ParentUser: DESKTOP-61BPDT0\iniad"
Information,2023/04/02 17:42:50,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:42:50.572
ProcessGuid: {22a2695c-400a-6429-3ee8-000000006e00}
ProcessId: 7804
Image: C:\Windows\System32\lxss\wslhost.exe
FileVersion: 10.0.19041.2311 (WinBuild.160101.0800)
Description: Microsoft Windows Subsystem for Linux Background Host
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: wslhost.exe
CommandLine: C:\WINDOWS\system32\lxss\wslhost.exe {95147f4a-eee3-4770-bd10-0bb18962c0ea} 776 796 800 {1bd0db17-f179-4a8d-ab5a-afeaeb38f5d5}
CurrentDirectory: C:\Users\iniad\AppData\Roaming\Docker\
User: DESKTOP-61BPDT0\iniad
LogonGuid: {22a2695c-014a-6428-81ce-030000000000}
LogonId: 0x3CE81
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: SHA256=D9E607F64643812EDB102CE26AF0BB0E9BEB180E44F0F28F791941BF2208CA78
ParentProcessGuid: {22a2695c-400a-6429-3de8-000000006e00}
ParentProcessId: 24888
ParentImage: C:\Windows\System32\wsl.exe
ParentCommandLine: C:\WINDOWS\system32\wsl.exe  -d docker-desktop cat /proc/stat
ParentUser: DESKTOP-61BPDT0\iniad"
Information,2023/04/02 17:42:50,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:42:50.563
ProcessGuid: {22a2695c-400a-6429-38e8-000000006e00}
ProcessId: 26632
Image: C:\Program Files\Splunk\bin\splunkd.exe
User: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:42:50,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:42:50.521
ProcessGuid: {22a2695c-400a-6429-3de8-000000006e00}
ProcessId: 24888
Image: C:\Windows\System32\wsl.exe
FileVersion: 10.0.19041.2311 (WinBuild.160101.0800)
Description: Microsoft Windows Subsystem for Linux Launcher
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: wsl.exe
CommandLine: C:\WINDOWS\system32\wsl.exe  -d docker-desktop cat /proc/stat
CurrentDirectory: C:\Users\iniad\AppData\Roaming\Docker\
User: DESKTOP-61BPDT0\iniad
LogonGuid: {22a2695c-014a-6428-81ce-030000000000}
LogonId: 0x3CE81
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: SHA256=070F414025D984C0799A616B459FEBC99EBC7B6F9D6C3B76E0D4E2E1F22266C2
ParentProcessGuid: {22a2695c-2190-6429-055d-000000006e00}
ParentProcessId: 16796
ParentImage: C:\Program Files\Docker\Docker\resources\com.docker.backend.exe
ParentCommandLine: ""C:\Program Files\Docker\Docker\resources\com.docker.backend.exe"" -addr unix:\\.\pipe\dockerBackendApiServer -native-api
ParentUser: DESKTOP-61BPDT0\iniad"
Information,2023/04/02 17:42:50,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:42:50.504
ProcessGuid: {22a2695c-400a-6429-3ce8-000000006e00}
ProcessId: 23932
Image: C:\Program Files\Splunk\bin\splunkd.exe
FileVersion: 9.0.4.1
Description: splunkd service
Product: splunk Application
Company: Splunk Inc.
OriginalFileName: splunkd.exe
CommandLine: ""C:\Program Files\Splunk\bin\SplunkD.EXE"" btool server list
CurrentDirectory: C:\WINDOWS\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {22a2695c-0147-6428-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=DDC68D8B83CE3833A4DCCCD17EAD4CF9D0517B64BFC681EA7C74108EF606C3E4
ParentProcessGuid: {22a2695c-400a-6429-3be8-000000006e00}
ParentProcessId: 14528
ParentImage: C:\Program Files\Splunk\bin\btool.exe
ParentCommandLine: btool server list
ParentUser: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:42:50,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:42:50.495
ProcessGuid: {22a2695c-400a-6429-3be8-000000006e00}
ProcessId: 14528
Image: C:\Program Files\Splunk\bin\btool.exe
FileVersion: 9.0.4.1
Description: btool
Product: splunk Application
Company: Splunk Inc.
OriginalFileName: btool.exe
CommandLine: btool server list
CurrentDirectory: C:\WINDOWS\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {22a2695c-0147-6428-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=84FDBDECB36A65AA09F3BB79E68C79C1571AC4F1A94056B2A24D42928A8083DB
ParentProcessGuid: {22a2695c-4009-6429-34e8-000000006e00}
ParentProcessId: 9568
ParentImage: C:\Program Files\Splunk\bin\python3.exe
ParentCommandLine: ""C:\Program Files\Splunk\bin\Python3.exe"" ""C:\Program Files\Splunk\etc\apps\splunk_assist\bin\supervisor_modular_input.py""
ParentUser: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:42:50,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:42:50.481
ProcessGuid: {22a2695c-400a-6429-37e8-000000006e00}
ProcessId: 21776
Image: C:\Program Files\Splunk\bin\splunkd.exe
User: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:42:50,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:42:50.469
ProcessGuid: {22a2695c-400a-6429-3ae8-000000006e00}
ProcessId: 11452
Image: C:\Program Files\Splunk\bin\splunkd.exe
FileVersion: 9.0.4.1
Description: splunkd service
Product: splunk Application
Company: Splunk Inc.
OriginalFileName: splunkd.exe
CommandLine: ""C:\Program Files\Splunk\bin\SplunkD.EXE"" btool server list
CurrentDirectory: C:\WINDOWS\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {22a2695c-0147-6428-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=DDC68D8B83CE3833A4DCCCD17EAD4CF9D0517B64BFC681EA7C74108EF606C3E4
ParentProcessGuid: {22a2695c-400a-6429-39e8-000000006e00}
ParentProcessId: 12896
ParentImage: C:\Program Files\Splunk\bin\btool.exe
ParentCommandLine: btool server list
ParentUser: NT AUTHORITY\SYSTEM"
