Level,Date and Time,Source,Event ID,Task Category
Information,4/15/2023 8:56:45 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-15 11:56:45.957
ProcessGuid: {2048537D-90FD-643A-EB00-000000000A00}
ProcessId: 4084
Image: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe
User: NT AUTHORITY\SYSTEM"
Information,4/15/2023 8:56:45 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-15 11:56:45.941
ProcessGuid: {2048537D-90FD-643A-EA00-000000000A00}
ProcessId: 4200
Image: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe
User: NT AUTHORITY\SYSTEM"
Information,4/15/2023 8:56:45 PM,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-15 11:56:45.942
ProcessGuid: {2048537D-90FD-643A-EB00-000000000A00}
ProcessId: 4084
Image: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe
FileVersion: 4.6.1586.0 built by: NETFXREL2
Description: .NET Runtime Optimization Service
Product: Microsoft® .NET Framework
Company: Microsoft Corporation
OriginalFileName: mscorsvw.exe
CommandLine: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe -StartupEvent 2f8 -InterruptEvent 0 -NGENProcess 2a8 -Pipe 2c8 -Comment ""NGen Worker Process""
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {2048537D-8D03-643A-E703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=CB11A32CB4BDEAC24DF1725B583B12FFC326712C5B021EC0595931C0A9245C74
ParentProcessGuid: {2048537D-90FC-643A-C900-000000000A00}
ParentProcessId: 4524
ParentImage: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ngen.exe
ParentCommandLine: ""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ngen.exe"" ExecuteQueuedItems /LegacyServiceBehavior
ParentUser: NT AUTHORITY\SYSTEM"
Information,4/15/2023 8:56:45 PM,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-15 11:56:45.915
ProcessGuid: {2048537D-90FD-643A-EA00-000000000A00}
ProcessId: 4200
Image: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe
FileVersion: 4.6.1586.0 built by: NETFXREL2
Description: .NET Runtime Optimization Service
Product: Microsoft® .NET Framework
Company: Microsoft Corporation
OriginalFileName: mscorsvw.exe
CommandLine: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe -StartupEvent 2f4 -InterruptEvent 0 -NGENProcess 2c8 -Pipe 2e4 -Comment ""NGen Worker Process""
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {2048537D-8D03-643A-E703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=CB11A32CB4BDEAC24DF1725B583B12FFC326712C5B021EC0595931C0A9245C74
ParentProcessGuid: {2048537D-90FC-643A-C900-000000000A00}
ParentProcessId: 4524
ParentImage: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ngen.exe
ParentCommandLine: ""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ngen.exe"" ExecuteQueuedItems /LegacyServiceBehavior
ParentUser: NT AUTHORITY\SYSTEM"
Information,4/15/2023 8:56:45 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-15 11:56:45.910
ProcessGuid: {2048537D-90FD-643A-E900-000000000A00}
ProcessId: 4176
Image: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe
User: NT AUTHORITY\SYSTEM"
Information,4/15/2023 8:56:45 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-15 11:56:45.879
ProcessGuid: {2048537D-90FD-643A-E800-000000000A00}
ProcessId: 1952
Image: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe
User: NT AUTHORITY\SYSTEM"
Information,4/15/2023 8:56:45 PM,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-15 11:56:45.882
ProcessGuid: {2048537D-90FD-643A-E900-000000000A00}
ProcessId: 4176
Image: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe
FileVersion: 4.6.1586.0 built by: NETFXREL2
Description: .NET Runtime Optimization Service
Product: Microsoft® .NET Framework
Company: Microsoft Corporation
OriginalFileName: mscorsvw.exe
CommandLine: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe -StartupEvent 2a8 -InterruptEvent 0 -NGENProcess 2e4 -Pipe 2f0 -Comment ""NGen Worker Process""
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {2048537D-8D03-643A-E703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=CB11A32CB4BDEAC24DF1725B583B12FFC326712C5B021EC0595931C0A9245C74
ParentProcessGuid: {2048537D-90FC-643A-C900-000000000A00}
ParentProcessId: 4524
ParentImage: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ngen.exe
ParentCommandLine: ""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ngen.exe"" ExecuteQueuedItems /LegacyServiceBehavior
ParentUser: NT AUTHORITY\SYSTEM"
Information,4/15/2023 8:56:45 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-15 11:56:45.863
ProcessGuid: {2048537D-90FD-643A-E700-000000000A00}
ProcessId: 4916
Image: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe
User: NT AUTHORITY\SYSTEM"
Information,4/15/2023 8:56:45 PM,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-15 11:56:45.859
ProcessGuid: {2048537D-90FD-643A-E800-000000000A00}
ProcessId: 1952
Image: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe
FileVersion: 4.6.1586.0 built by: NETFXREL2
Description: .NET Runtime Optimization Service
Product: Microsoft® .NET Framework
Company: Microsoft Corporation
OriginalFileName: mscorsvw.exe
CommandLine: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe -StartupEvent 2ec -InterruptEvent 0 -NGENProcess 2c0 -Pipe 2b8 -Comment ""NGen Worker Process""
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {2048537D-8D03-643A-E703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=CB11A32CB4BDEAC24DF1725B583B12FFC326712C5B021EC0595931C0A9245C74
ParentProcessGuid: {2048537D-90FC-643A-C900-000000000A00}
ParentProcessId: 4524
ParentImage: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ngen.exe
ParentCommandLine: ""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ngen.exe"" ExecuteQueuedItems /LegacyServiceBehavior
ParentUser: NT AUTHORITY\SYSTEM"
Information,4/15/2023 8:56:45 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-15 11:56:45.801
ProcessGuid: {2048537D-90FD-643A-E600-000000000A00}
ProcessId: 2164
Image: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe
User: NT AUTHORITY\SYSTEM"
Information,4/15/2023 8:56:45 PM,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-15 11:56:45.812
ProcessGuid: {2048537D-90FD-643A-E700-000000000A00}
ProcessId: 4916
Image: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe
FileVersion: 4.6.1586.0 built by: NETFXREL2
Description: .NET Runtime Optimization Service
Product: Microsoft® .NET Framework
Company: Microsoft Corporation
OriginalFileName: mscorsvw.exe
CommandLine: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe -StartupEvent 2bc -InterruptEvent 0 -NGENProcess 2b8 -Pipe 2ac -Comment ""NGen Worker Process""
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {2048537D-8D03-643A-E703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=CB11A32CB4BDEAC24DF1725B583B12FFC326712C5B021EC0595931C0A9245C74
ParentProcessGuid: {2048537D-90FC-643A-C900-000000000A00}
ParentProcessId: 4524
ParentImage: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ngen.exe
ParentCommandLine: ""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ngen.exe"" ExecuteQueuedItems /LegacyServiceBehavior
ParentUser: NT AUTHORITY\SYSTEM"
Information,4/15/2023 8:56:45 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-15 11:56:45.785
ProcessGuid: {2048537D-90FD-643A-E500-000000000A00}
ProcessId: 4276
Image: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe
User: NT AUTHORITY\SYSTEM"
Information,4/15/2023 8:56:45 PM,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-15 11:56:45.783
ProcessGuid: {2048537D-90FD-643A-E600-000000000A00}
ProcessId: 2164
Image: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe
FileVersion: 4.6.1586.0 built by: NETFXREL2
Description: .NET Runtime Optimization Service
Product: Microsoft® .NET Framework
Company: Microsoft Corporation
OriginalFileName: mscorsvw.exe
CommandLine: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe -StartupEvent 2cc -InterruptEvent 0 -NGENProcess 2c8 -Pipe 2c4 -Comment ""NGen Worker Process""
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {2048537D-8D03-643A-E703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=CB11A32CB4BDEAC24DF1725B583B12FFC326712C5B021EC0595931C0A9245C74
ParentProcessGuid: {2048537D-90FC-643A-C900-000000000A00}
ParentProcessId: 4524
ParentImage: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ngen.exe
ParentCommandLine: ""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ngen.exe"" ExecuteQueuedItems /LegacyServiceBehavior
ParentUser: NT AUTHORITY\SYSTEM"
Information,4/15/2023 8:56:45 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-15 11:56:45.738
ProcessGuid: {2048537D-90FD-643A-E400-000000000A00}
ProcessId: 4800
Image: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe
User: NT AUTHORITY\SYSTEM"
Information,4/15/2023 8:56:45 PM,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-15 11:56:45.753
ProcessGuid: {2048537D-90FD-643A-E500-000000000A00}
ProcessId: 4276
Image: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe
FileVersion: 4.6.1586.0 built by: NETFXREL2
Description: .NET Runtime Optimization Service
Product: Microsoft® .NET Framework
Company: Microsoft Corporation
OriginalFileName: mscorsvw.exe
CommandLine: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe -StartupEvent 2ac -InterruptEvent 0 -NGENProcess 2bc -Pipe 298 -Comment ""NGen Worker Process""
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {2048537D-8D03-643A-E703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=CB11A32CB4BDEAC24DF1725B583B12FFC326712C5B021EC0595931C0A9245C74
ParentProcessGuid: {2048537D-90FC-643A-C900-000000000A00}
ParentProcessId: 4524
ParentImage: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ngen.exe
ParentCommandLine: ""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ngen.exe"" ExecuteQueuedItems /LegacyServiceBehavior
ParentUser: NT AUTHORITY\SYSTEM"
Information,4/15/2023 8:56:45 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-15 11:56:45.723
ProcessGuid: {2048537D-90FD-643A-E300-000000000A00}
ProcessId: 3088
Image: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe
User: NT AUTHORITY\SYSTEM"
Information,4/15/2023 8:56:45 PM,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-15 11:56:45.729
ProcessGuid: {2048537D-90FD-643A-E400-000000000A00}
ProcessId: 4800
Image: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe
FileVersion: 4.6.1586.0 built by: NETFXREL2
Description: .NET Runtime Optimization Service
Product: Microsoft® .NET Framework
Company: Microsoft Corporation
OriginalFileName: mscorsvw.exe
CommandLine: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe -StartupEvent 2ac -InterruptEvent 0 -NGENProcess 2b0 -Pipe 28c -Comment ""NGen Worker Process""
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {2048537D-8D03-643A-E703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=CB11A32CB4BDEAC24DF1725B583B12FFC326712C5B021EC0595931C0A9245C74
ParentProcessGuid: {2048537D-90FC-643A-C900-000000000A00}
ParentProcessId: 4524
ParentImage: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ngen.exe
ParentCommandLine: ""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ngen.exe"" ExecuteQueuedItems /LegacyServiceBehavior
ParentUser: NT AUTHORITY\SYSTEM"
Information,4/15/2023 8:56:45 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-15 11:56:45.691
ProcessGuid: {2048537D-90FD-643A-E200-000000000A00}
ProcessId: 3708
Image: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe
User: NT AUTHORITY\SYSTEM"
Information,4/15/2023 8:56:45 PM,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-15 11:56:45.695
ProcessGuid: {2048537D-90FD-643A-E300-000000000A00}
ProcessId: 3088
Image: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe
FileVersion: 4.6.1586.0 built by: NETFXREL2
Description: .NET Runtime Optimization Service
Product: Microsoft® .NET Framework
Company: Microsoft Corporation
OriginalFileName: mscorsvw.exe
CommandLine: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe -StartupEvent 2b4 -InterruptEvent 0 -NGENProcess 2b8 -Pipe 29c -Comment ""NGen Worker Process""
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {2048537D-8D03-643A-E703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=CB11A32CB4BDEAC24DF1725B583B12FFC326712C5B021EC0595931C0A9245C74
ParentProcessGuid: {2048537D-90FC-643A-C900-000000000A00}
ParentProcessId: 4524
ParentImage: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ngen.exe
ParentCommandLine: ""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ngen.exe"" ExecuteQueuedItems /LegacyServiceBehavior
ParentUser: NT AUTHORITY\SYSTEM"
Information,4/15/2023 8:56:45 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-15 11:56:45.676
ProcessGuid: {2048537D-90FD-643A-E100-000000000A00}
ProcessId: 3100
Image: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe
User: NT AUTHORITY\SYSTEM"
Information,4/15/2023 8:56:45 PM,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-15 11:56:45.673
ProcessGuid: {2048537D-90FD-643A-E200-000000000A00}
ProcessId: 3708
Image: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe
FileVersion: 4.6.1586.0 built by: NETFXREL2
Description: .NET Runtime Optimization Service
Product: Microsoft® .NET Framework
Company: Microsoft Corporation
OriginalFileName: mscorsvw.exe
CommandLine: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe -StartupEvent 29c -InterruptEvent 0 -NGENProcess 280 -Pipe 290 -Comment ""NGen Worker Process""
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {2048537D-8D03-643A-E703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=CB11A32CB4BDEAC24DF1725B583B12FFC326712C5B021EC0595931C0A9245C74
ParentProcessGuid: {2048537D-90FC-643A-C900-000000000A00}
ParentProcessId: 4524
ParentImage: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ngen.exe
ParentCommandLine: ""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ngen.exe"" ExecuteQueuedItems /LegacyServiceBehavior
ParentUser: NT AUTHORITY\SYSTEM"
Information,4/15/2023 8:56:45 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-15 11:56:45.645
ProcessGuid: {2048537D-90FD-643A-E000-000000000A00}
ProcessId: 5072
Image: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe
User: NT AUTHORITY\SYSTEM"
Information,4/15/2023 8:56:45 PM,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-15 11:56:45.650
ProcessGuid: {2048537D-90FD-643A-E100-000000000A00}
ProcessId: 3100
Image: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe
FileVersion: 4.6.1586.0 built by: NETFXREL2
Description: .NET Runtime Optimization Service
Product: Microsoft® .NET Framework
Company: Microsoft Corporation
OriginalFileName: mscorsvw.exe
CommandLine: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe -StartupEvent 284 -InterruptEvent 0 -NGENProcess 260 -Pipe 254 -Comment ""NGen Worker Process""
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {2048537D-8D03-643A-E703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=CB11A32CB4BDEAC24DF1725B583B12FFC326712C5B021EC0595931C0A9245C74
ParentProcessGuid: {2048537D-90FC-643A-C900-000000000A00}
ParentProcessId: 4524
ParentImage: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ngen.exe
ParentCommandLine: ""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ngen.exe"" ExecuteQueuedItems /LegacyServiceBehavior
ParentUser: NT AUTHORITY\SYSTEM"
Information,4/15/2023 8:56:45 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-15 11:56:45.629
ProcessGuid: {2048537D-90FD-643A-DF00-000000000A00}
ProcessId: 1332
Image: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe
User: NT AUTHORITY\SYSTEM"
Information,4/15/2023 8:56:45 PM,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-15 11:56:45.624
ProcessGuid: {2048537D-90FD-643A-E000-000000000A00}
ProcessId: 5072
Image: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe
FileVersion: 4.6.1586.0 built by: NETFXREL2
Description: .NET Runtime Optimization Service
Product: Microsoft® .NET Framework
Company: Microsoft Corporation
OriginalFileName: mscorsvw.exe
CommandLine: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe -StartupEvent 19c -InterruptEvent 0 -NGENProcess 254 -Pipe 294 -Comment ""NGen Worker Process""
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {2048537D-8D03-643A-E703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=CB11A32CB4BDEAC24DF1725B583B12FFC326712C5B021EC0595931C0A9245C74
ParentProcessGuid: {2048537D-90FC-643A-C900-000000000A00}
ParentProcessId: 4524
ParentImage: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ngen.exe
ParentCommandLine: ""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ngen.exe"" ExecuteQueuedItems /LegacyServiceBehavior
ParentUser: NT AUTHORITY\SYSTEM"
Information,4/15/2023 8:56:45 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-15 11:56:45.582
ProcessGuid: {2048537D-90FD-643A-DE00-000000000A00}
ProcessId: 4564
Image: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe
User: NT AUTHORITY\SYSTEM"
Information,4/15/2023 8:56:45 PM,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-15 11:56:45.590
ProcessGuid: {2048537D-90FD-643A-DF00-000000000A00}
ProcessId: 1332
Image: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe
FileVersion: 4.6.1586.0 built by: NETFXREL2
Description: .NET Runtime Optimization Service
Product: Microsoft® .NET Framework
Company: Microsoft Corporation
OriginalFileName: mscorsvw.exe
CommandLine: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe -StartupEvent 260 -InterruptEvent 0 -NGENProcess 294 -Pipe 274 -Comment ""NGen Worker Process""
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {2048537D-8D03-643A-E703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=CB11A32CB4BDEAC24DF1725B583B12FFC326712C5B021EC0595931C0A9245C74
ParentProcessGuid: {2048537D-90FC-643A-C900-000000000A00}
ParentProcessId: 4524
ParentImage: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ngen.exe
ParentCommandLine: ""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ngen.exe"" ExecuteQueuedItems /LegacyServiceBehavior
ParentUser: NT AUTHORITY\SYSTEM"
Information,4/15/2023 8:56:45 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-15 11:56:45.566
ProcessGuid: {2048537D-90FD-643A-DD00-000000000A00}
ProcessId: 4584
Image: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe
User: NT AUTHORITY\SYSTEM"
Information,4/15/2023 8:56:45 PM,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-15 11:56:45.561
ProcessGuid: {2048537D-90FD-643A-DE00-000000000A00}
ProcessId: 4564
Image: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe
FileVersion: 4.6.1586.0 built by: NETFXREL2
Description: .NET Runtime Optimization Service
Product: Microsoft® .NET Framework
Company: Microsoft Corporation
OriginalFileName: mscorsvw.exe
CommandLine: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe -StartupEvent 260 -InterruptEvent 0 -NGENProcess 254 -Pipe 244 -Comment ""NGen Worker Process""
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {2048537D-8D03-643A-E703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=CB11A32CB4BDEAC24DF1725B583B12FFC326712C5B021EC0595931C0A9245C74
ParentProcessGuid: {2048537D-90FC-643A-C900-000000000A00}
ParentProcessId: 4524
ParentImage: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ngen.exe
ParentCommandLine: ""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ngen.exe"" ExecuteQueuedItems /LegacyServiceBehavior
ParentUser: NT AUTHORITY\SYSTEM"
Information,4/15/2023 8:56:45 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-15 11:56:45.504
ProcessGuid: {2048537D-90FD-643A-DC00-000000000A00}
ProcessId: 708
Image: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe
User: NT AUTHORITY\SYSTEM"
Information,4/15/2023 8:56:45 PM,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-15 11:56:45.508
ProcessGuid: {2048537D-90FD-643A-DD00-000000000A00}
ProcessId: 4584
Image: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe
FileVersion: 4.6.1586.0 built by: NETFXREL2
Description: .NET Runtime Optimization Service
Product: Microsoft® .NET Framework
Company: Microsoft Corporation
OriginalFileName: mscorsvw.exe
CommandLine: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe -StartupEvent 278 -InterruptEvent 0 -NGENProcess 25c -Pipe 240 -Comment ""NGen Worker Process""
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {2048537D-8D03-643A-E703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=CB11A32CB4BDEAC24DF1725B583B12FFC326712C5B021EC0595931C0A9245C74
ParentProcessGuid: {2048537D-90FC-643A-C900-000000000A00}
ParentProcessId: 4524
ParentImage: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ngen.exe
ParentCommandLine: ""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ngen.exe"" ExecuteQueuedItems /LegacyServiceBehavior
ParentUser: NT AUTHORITY\SYSTEM"
Information,4/15/2023 8:56:45 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-15 11:56:45.488
ProcessGuid: {2048537D-90FD-643A-DB00-000000000A00}
ProcessId: 3776
Image: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe
User: NT AUTHORITY\SYSTEM"
